sentence_id,sentence,top_label,top_score,all_labels,all_scores
134,"It is due to the zeal and wisdom of the characters thus selected, who lay the foundations of public happiness in wholesome laws, the execution of which alone remains for others, and it is due to the able and faithful auxiliaries, whose patriotism has associated them with me in the executive functions.",governance,0.622612476348877,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.622612476348877, 0.19727644324302673, 0.10040953755378723, 0.06499771773815155, 0.014703856781125069]"
135,"During this course of administration, and in order to disturb it, the artillery of the press has been leveled against us, charged with whatsoever its licentiousness could devise or dare.",governance,0.6763530969619751,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.6763530969619751, 0.13925552368164062, 0.11668296903371811, 0.03633284568786621, 0.03137556090950966]"
136,"These abuses of an institution so important to freedom and science are deeply to be regretted, inasmuch as they tend to lessen its usefulness and to sap its safety.",society,0.2960077226161957,"[""society"", ""governance"", ""economy"", ""war/security"", ""politics""]","[0.2960077226161957, 0.2330595850944519, 0.20394927263259888, 0.14908353984355927, 0.11789989471435547]"
137,"They might, indeed, have been corrected by the wholesome punishments reserved to and provided by the laws of the several States against falsehood and defamation, but public duties more urgent press on the time of public servants, and the offenders have therefore been left to find their punishment in the public indignation.",governance,0.4363688826560974,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.4363688826560974, 0.2790234088897705, 0.1785093992948532, 0.0770999863743782, 0.028998300433158875]"
138,"Nor was it uninteresting to the world that an experiment should be fairly and fully made, whether freedom of discussion, unaided by power, is not sufficient for the propagation and protection of truth -- whether a government conducting itself in the true spirit of its constitution, with zeal and purity, and doing no act which it would be unwilling the whole world should witness, can be written down by falsehood and defamation.",governance,0.46545660495758057,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.46545660495758057, 0.19123540818691254, 0.18994568288326263, 0.10924167931079865, 0.044120628386735916]"
139,"The experiment has been tried; you have witnessed the scene; our fellow citizens looked on, cool and collected; they saw the latent source from which these outrages proceeded; they gathered around their public functionaries, and when the Constitution called them to the decision by suffrage, they pronounced their verdict, honorable to those who had served them and consolatory to the friend of man who believes that he may be trusted with the control of his own affairs.",society,0.4690152704715729,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.4690152704715729, 0.2322891801595688, 0.14074835181236267, 0.11219904571771622, 0.045748114585876465]"
140,"No inference is here intended that the laws provided by the States against false and defamatory publications should not be enforced; he who has time renders a service to public morals and public tranquillity in reforming these abuses by the salutary coercions of the law; but the experiment is noted to prove that, since truth and reason have maintained their ground against false opinions in league with false facts, the press, confined to truth, needs no other legal restraint; the public judgment will correct false reasoning and opinions on a full hearing of all parties; and no other definite line can be drawn between the inestimable liberty of the press and its demoralizing licentiousness.",economy,0.4024609923362732,"[""economy"", ""governance"", ""society"", ""politics"", ""war/security""]","[0.4024609923362732, 0.2788994014263153, 0.2505025565624237, 0.038506269454956055, 0.0296307485550642]"
141,"If there be still improprieties which this rule would not restrain, its supplement must be sought in the censorship of public opinion.",governance,0.4023338854312897,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.4023338854312897, 0.27254098653793335, 0.12593616545200348, 0.12154242396354675, 0.07764656841754913]"
142,"Contemplating the union of sentiment now manifested so generally as auguring harmony and happiness to our future course, I offer to our country sincere congratulations.",society,0.7723087072372437,"[""society"", ""politics"", ""economy"", ""governance"", ""war/security""]","[0.7723087072372437, 0.07125212252140045, 0.06749865412712097, 0.055491700768470764, 0.03344885632395744]"
143,"With those, too, not yet rallied to the same point the disposition to do so is gaining strength; facts are piercing through the veil drawn over them, and our doubting brethren will at length see that the mass of their fellow citizens with whom they can not yet resolve to act as to principles and measures, think as they think and desire what they desire; that our wish as well as theirs is that the public efforts may be directed honestly to the public good, that peace be cultivated, civil and religious liberty unassailed, law and order preserved, equality of rights maintained, and that state of property, equal or unequal, which results to every man from his own industry or that of his father's.",society,0.4881303310394287,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.4881303310394287, 0.2053501307964325, 0.15609782934188843, 0.10106243938207626, 0.04935929924249649]"
144,When satisfied of these views it is not in human nature that they should not approve and support them.,society,0.3760647475719452,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.3760647475719452, 0.23944582045078278, 0.17326508462429047, 0.1253010332584381, 0.08592328429222107]"
145,"In the meantime let us cherish them with patient affection, let us do them justice, and more than justice, in all competitions of interest; and we need not doubt that truth, reason, and their own interests will at length prevail, will gather them into the fold of their country, and will complete that entire union of opinion which gives to a nation the blessing of harmony and the benefit of all its strength.",society,0.4040575325489044,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.4040575325489044, 0.3043658435344696, 0.1470714658498764, 0.09102786332368851, 0.05347725376486778]"
146,"I shall now enter on the duties to which my fellow citizens have again called me, and shall proceed in the spirit of those principles which they have approved.",society,0.5924529433250427,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.5924529433250427, 0.2496747076511383, 0.06701606512069702, 0.06429733335971832, 0.02655889466404915]"
147,"I fear not that any motives of interest may lead me astray; I am sensible of no passion which could seduce me knowingly from the path of justice, but the weaknesses of human nature and the limits of my own understanding will produce errors of judgment sometimes injurious to your interests.",governance,0.3735531270503998,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.3735531270503998, 0.2268638014793396, 0.14846767485141754, 0.14582125842571259, 0.10529415309429169]"
148,"I shall need, therefore, all the indulgence which I have heretofore experienced from my constituents; the want of it will certainly not lessen with increasing years.",society,0.29007503390312195,"[""society"", ""politics"", ""governance"", ""economy"", ""war/security""]","[0.29007503390312195, 0.2624379098415375, 0.2592834532260895, 0.15771108865737915, 0.03049253486096859]"
149,"I shall need, too, the favor of that Being in whose hands we are, who led our fathers, as Israel of old, from their native land and planted them in a country flowing with all the necessaries and comforts of life; who has covered our infancy with His providence and our riper years with His wisdom and power, and to whose goodness I ask you to join in supplications with me that He will so enlighten the minds of your servants, guide their councils, and prosper their measures that whatsoever they do shall result in your good, and shall secure to you the peace, friendship, and approbation of all nations.",governance,0.3621034026145935,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.3621034026145935, 0.28256118297576904, 0.19854964315891266, 0.08617501705884933, 0.07061070948839188]"
150,"Unwilling to depart from examples of the most revered authority, I avail myself of the occasion now presented to express the profound impression made on me by the call of my country to the station to the duties of which I am about to pledge myself by the most solemn of sanctions.",society,0.34027206897735596,"[""society"", ""governance"", ""war/security"", ""politics"", ""economy""]","[0.34027206897735596, 0.2581464350223541, 0.1522981971502304, 0.14277119934558868, 0.10651207715272903]"
151,"So distinguished a mark of confidence, proceeding from the deliberate and tranquil suffrage of a free and virtuous nation, would under any circumstances have commanded my gratitude and devotion, as well as filled me with an awful sense of the trust to be assumed.",society,0.5717207789421082,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.5717207789421082, 0.15494461357593536, 0.13315792381763458, 0.0950583666563034, 0.04511828348040581]"
152,"Under the various circumstances which give peculiar solemnity to the existing period, I feel that both the honor and the responsibility allotted to me are inexpressibly enhanced.",economy,0.30657073855400085,"[""economy"", ""governance"", ""society"", ""politics"", ""war/security""]","[0.30657073855400085, 0.24715177714824677, 0.2211085706949234, 0.11258456856012344, 0.11258438229560852]"
153,The present situation of the world is indeed without a parallel and that of our own country full of difficulties.,society,0.5438603758811951,"[""society"", ""economy"", ""governance"", ""war/security"", ""politics""]","[0.5438603758811951, 0.13339605927467346, 0.12166087329387665, 0.10119565576314926, 0.0998869314789772]"
154,"The pressure of these, too, is the more severely felt because they have fallen upon us at a moment when the national prosperity being at a height not before attained, the contrast resulting from the change has been rendered the more striking.",society,0.6282811760902405,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.6282811760902405, 0.14361074566841125, 0.11078746616840363, 0.07066908478736877, 0.04665147140622139]"
155,"Under the benign influence of our republican institutions, and the maintenance of peace with all nations whilst so many of them were engaged in bloody and wasteful wars, the fruits of a just policy were enjoyed in an unrivaled growth of our faculties and resources.",governance,0.384451687335968,"[""governance"", ""society"", ""politics"", ""war/security"", ""economy""]","[0.384451687335968, 0.2658482491970062, 0.14340201020240784, 0.11171655356884003, 0.09458150714635849]"
156,"Proofs of this were seen in the improvements of agriculture, in the successful enterprises of commerce, in the progress of manufacturers and useful arts, in the increase of the public revenue and the use made of it in reducing the public debt, and in the valuable works and establishments everywhere multiplying over the face of our land.",society,0.428840309381485,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.428840309381485, 0.39910468459129333, 0.09955959767103195, 0.044383179396390915, 0.02811226062476635]"
157,"It is a precious reflection that the transition from this prosperous condition of our country to the scene which has for some time been distressing us is not chargeable on any unwarrantable views, nor, as I trust, on any involuntary errors in the public councils.",society,0.4866766631603241,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.4866766631603241, 0.198238343000412, 0.13986460864543915, 0.10935938358306885, 0.0658610537648201]"
158,"Indulging no passions which trespass on the rights or the repose of other nations, it has been the true glory of the United States to cultivate peace by observing justice, and to entitle themselves to the respect of the nations at war by fulfilling their neutral obligations with the most scrupulous impartiality.",governance,0.4682174026966095,"[""governance"", ""society"", ""war/security"", ""politics"", ""economy""]","[0.4682174026966095, 0.2769186198711395, 0.12435625493526459, 0.08682484179735184, 0.043682895600795746]"
159,"If there be candor in the world, the truth of these assertions will not be questioned; posterity at least will do justice to them.",governance,0.28264251351356506,"[""governance"", ""economy"", ""society"", ""war/security"", ""politics""]","[0.28264251351356506, 0.23857876658439636, 0.19858525693416595, 0.1466236710548401, 0.13356974720954895]"
160,This unexceptionable course could not avail against the injustice and violence of the belligerent powers.,war/security,0.5039545893669128,"[""war/security"", ""governance"", ""politics"", ""society"", ""economy""]","[0.5039545893669128, 0.15935565531253815, 0.1349993497133255, 0.10764123499393463, 0.09404916316270828]"
161,"In their rage against each other, or impelled by more direct motives, principles of retaliation have been introduced equally contrary to universal reason and acknowledged law.",society,0.4153817594051361,"[""society"", ""politics"", ""war/security"", ""governance"", ""economy""]","[0.4153817594051361, 0.205011248588562, 0.17551222443580627, 0.10963069647550583, 0.09446404129266739]"
162,"How long their arbitrary edicts will be continued in spite of the demonstrations that not even a pretext for them has been given by the United States, and of the fair and liberal attempt to induce a revocation of them, can not be anticipated.",governance,0.414444237947464,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.414444237947464, 0.28474363684654236, 0.16447564959526062, 0.10257307440042496, 0.03376339003443718]"
163,"Assuring myself that under every vicissitude the determined spirit and united councils of the nation will be safeguards to its honor and its essential interests, I repair to the post assigned me with no other discouragement than what springs from my own inadequacy to its high duties.",governance,0.4038885235786438,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.4038885235786438, 0.27758827805519104, 0.13551002740859985, 0.12803111970424652, 0.05498199909925461]"
164,If I do not sink under the weight of this deep conviction it is because I find some support in a consciousness of the purposes and a confidence in the principles which I bring with me into this arduous service.,governance,0.300603449344635,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.300603449344635, 0.27368101477622986, 0.18235348165035248, 0.12212739139795303, 0.12123467773199081]"
165,"To cherish peace and friendly intercourse with all nations having correspondent dispositions; to maintain sincere neutrality toward belligerent nations; to prefer in all cases amicable discussion and reasonable accommodation of differences to a decision of them by an appeal to arms; to exclude foreign intrigues and foreign partialities, so degrading to all countries and so baneful to free ones; to foster a spirit of independence too just to invade the rights of others, too proud to surrender our own, too liberal to indulge unworthy prejudices ourselves and too elevated not to look down upon them in others; to hold the union of the States as the basis of their peace and happiness; to support the Constitution, which is the cement of the Union, as well in its limitations as in its authorities; to respect the rights and authorities reserved to the States and to the people as equally incorporated with and essential to the success of the general system; to avoid the slightest interference with the right of conscience or the functions of religion, so wisely exempted from civil jurisdiction; to preserve in their full energy the other salutary provisions in behalf of private and personal rights, and of the freedom of the press; to observe economy in public expenditures; to liberate the public resources by an honorable discharge of the public debts; to keep within the requisite limits a standing military force, always remembering that an armed and trained militia is the firmest bulwark of republics -- that without standing armies their liberty can never be in danger, nor with large ones safe; to promote by authorized means improvements friendly to agriculture, to manufactures, and to external as well as internal commerce; to favor in like manner the advancement of science and the diffusion of information as the best aliment to true liberty; to carry on the benevolent plans which have been so meritoriously applied to the conversion of our aboriginal neighbors from the degradation and wretchedness of savage life to a participation of the improvements of which the human mind and manners are susceptible in a civilized state -- as far as sentiments and intentions such as these can aid the fulfillment of my duty, they will be a resource which can not fail me.",governance,0.28099679946899414,"[""governance"", ""society"", ""war/security"", ""politics"", ""economy""]","[0.28099679946899414, 0.23120465874671936, 0.2264978438615799, 0.17787982523441315, 0.08342096209526062]"
166,"It is my good fortune, moreover, to have the path in which I am to tread lighted by examples of illustrious services successfully rendered in the most trying difficulties by those who have marched before me.",economy,0.2731384336948395,"[""economy"", ""society"", ""governance"", ""war/security"", ""politics""]","[0.2731384336948395, 0.2518392503261566, 0.2229376882314682, 0.1357296258211136, 0.11635500937700272]"
167,Of those of my immediate predecessor it might least become me here to speak.,governance,0.3699778616428375,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.3699778616428375, 0.20422455668449402, 0.18550673127174377, 0.16441522538661957, 0.0758756548166275]"
168,"I may, however, be pardoned for not suppressing the sympathy with which my heart is full in the rich reward he enjoys in the benedictions of a beloved country, gratefully bestowed or exalted talents zealously devoted through a long career to the advancement of its highest interest and happiness.",society,0.5457648038864136,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.5457648038864136, 0.16921690106391907, 0.14134779572486877, 0.083526611328125, 0.06014389172196388]"
169,"But the source to which I look or the aids which alone can supply my deficiencies is in the well-tried intelligence and virtue of my fellow-citizens, and in the counsels of those representing them in the other departments associated in the care of the national interests.",society,0.3940793573856354,"[""society"", ""governance"", ""economy"", ""war/security"", ""politics""]","[0.3940793573856354, 0.2902204990386963, 0.11814167350530624, 0.10129310190677643, 0.09626537561416626]"
170,"In these my confidence will under every difficulty be best placed, next to that which we have all been encouraged to feel in the guardianship and guidance of that Almighty Being whose power regulates the destiny of nations, whose blessings have been so conspicuously dispensed to this rising Republic, and to whom we are bound to address our devout gratitude for the past, as well as our fervent supplications and best hopes for the future.",society,0.4395484924316406,"[""society"", ""governance"", ""politics"", ""war/security"", ""economy""]","[0.4395484924316406, 0.32567551732063293, 0.10703965276479721, 0.08024625480175018, 0.047490112483501434]"
171,"About to add the solemnity of an oath to the obligations imposed by a second call to the station in which my country heretofore placed me, I find in the presence of this respectable assembly an opportunity of publicly repeating my profound sense of so distinguished a confidence and of the responsibility united with it.",society,0.3300384283065796,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.3300384283065796, 0.24973164498806, 0.1975540965795517, 0.16329115629196167, 0.05938465893268585]"
172,"The impressions on me are strengthened by such an evidence that my faithful endeavors to discharge my arduous duties have been favorably estimated, and by a consideration of the momentous period at which the trust has been renewed.",governance,0.4458353817462921,"[""governance"", ""society"", ""economy"", ""politics"", ""war/security""]","[0.4458353817462921, 0.210788756608963, 0.1925192028284073, 0.09857254475355148, 0.05228409171104431]"
173,"From the weight and magnitude now belonging to it I should be compelled to shrink if I had less reliance on the support of an enlightened and generous people, and felt less deeply a conviction that the war with a powerful nation, which forms so prominent a feature in our situation, is stamped with that justice which invites the smiles of Heaven on the means of conducting it to a successful termination.",war/security,0.7159024477005005,"[""war/security"", ""society"", ""politics"", ""governance"", ""economy""]","[0.7159024477005005, 0.11355067044496536, 0.07311287522315979, 0.05083490535616875, 0.04659910127520561]"
174,May we not cherish this sentiment without presumption when we reflect on the characters by which this war is distinguished?,war/security,0.5315825343132019,"[""war/security"", ""society"", ""economy"", ""politics"", ""governance""]","[0.5315825343132019, 0.14976082742214203, 0.1484038084745407, 0.1029713973402977, 0.06728149950504303]"
175,"It was not declared on the part of the United States until it had been long made on them, in reality though not in name; until arguments and postulations had been exhausted; until a positive declaration had been received that the wrongs provoking it would not be discontinued; nor until this last appeal could no longer be delayed without breaking down the spirit of the nation, destroying all confidence in itself and in its political institutions, and either perpetuating a state of disgraceful suffering or regaining by more costly sacrifices and more severe struggles our lost rank and respect among independent powers.",society,0.36138245463371277,"[""society"", ""politics"", ""governance"", ""war/security"", ""economy""]","[0.36138245463371277, 0.29380300641059875, 0.2026526778936386, 0.08701380342245102, 0.055148035287857056]"
176,On the issue of the war are staked our national sovereignty on the high seas and the security of an important class of citizens whose occupations give the proper value to those of every other class.,war/security,0.9429073333740234,"[""war/security"", ""politics"", ""society"", ""governance"", ""economy""]","[0.9429073333740234, 0.035139985382556915, 0.009572036564350128, 0.007135587278753519, 0.00524504017084837]"
177,Not to contend for such a stake is to surrender our equality with other powers on the element common to all and to violate the sacred title which every member of the society has to its protection.,society,0.7849346995353699,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.7849346995353699, 0.07404126971960068, 0.07395199686288834, 0.034242574125528336, 0.032829463481903076]"
178,"I need not call into view the unlawfulness of the practice by which our mariners are forced at the will of every cruising officer from their own vessels into foreign ones, nor paint the outrages inseparable from it.",society,0.31129202246665955,"[""society"", ""governance"", ""war/security"", ""economy"", ""politics""]","[0.31129202246665955, 0.2230624109506607, 0.20163962244987488, 0.1596127301454544, 0.10439321398735046]"
179,"The proofs are in the records of each successive Administration of our Government, and the cruel sufferings of that portion of the American people have found their way to every bosom not dead to the sympathies of human nature.",governance,0.673872709274292,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.673872709274292, 0.13339917361736298, 0.11368914693593979, 0.055863335728645325, 0.023175640031695366]"
180,"As the war was just in its origin and necessary and noble in its objects, we can reflect with a proud satisfaction that in carrying it on no principle of justice or honor, no usage of civilized nations, no precept of courtesy or humanity, have been infringed.",war/security,0.6622288823127747,"[""war/security"", ""society"", ""economy"", ""politics"", ""governance""]","[0.6622288823127747, 0.12381012737751007, 0.08063147217035294, 0.06877605617046356, 0.06455345451831818]"
181,"The war has been waged on our part with scrupulous regard to all these obligations, and in a spirit of liberality which was never surpassed.",war/security,0.4120247960090637,"[""war/security"", ""politics"", ""society"", ""governance"", ""economy""]","[0.4120247960090637, 0.2273026555776596, 0.17339248955249786, 0.10489542037248611, 0.08238464593887329]"
182,How little has been the effect of this example on the conduct of the enemy!,war/security,0.6067238450050354,"[""war/security"", ""economy"", ""governance"", ""politics"", ""society""]","[0.6067238450050354, 0.12553250789642334, 0.10898710042238235, 0.09974005073308945, 0.059016428887844086]"
183,They have retained as prisoners of war citizens of the United States not liable to be so considered under the usages of war.,war/security,0.3355747163295746,"[""war/security"", ""society"", ""governance"", ""economy"", ""politics""]","[0.3355747163295746, 0.27335062623023987, 0.1891942322254181, 0.10933876037597656, 0.09254162013530731]"
184,"They have refused to consider as prisoners of war, and threatened to punish as traitors and deserters, persons emigrating without restraint to the United States, incorporated by naturalization into our political family, and fighting under the authority of their adopted country in open and honorable war for the maintenance of its rights and safety.",war/security,0.7998728156089783,"[""war/security"", ""politics"", ""governance"", ""society"", ""economy""]","[0.7998728156089783, 0.0980987399816513, 0.05958571285009384, 0.03514604642987251, 0.0072967070154845715]"
185,"Such is the avowed purpose of a Government which is in the practice of naturalizing by thousands citizens of other countries, and not only of permitting but compelling them to fight its battles against their native country.",governance,0.7558637857437134,"[""governance"", ""politics"", ""society"", ""war/security"", ""economy""]","[0.7558637857437134, 0.13539843261241913, 0.058372776955366135, 0.04053067788481712, 0.009834258817136288]"
186,"They have not, it is true, taken into their own hands the hatchet and the knife, devoted to indiscriminate massacre, but they have let loose the savages armed with these cruel instruments; have allured them into their service, and carried them to battle by their sides, eager to glut their savage thirst with the blood of the vanquished and to finish the work of torture and death on maimed and defenseless captives.",war/security,0.336676687002182,"[""war/security"", ""society"", ""governance"", ""politics"", ""economy""]","[0.336676687002182, 0.22723358869552612, 0.18449367582798004, 0.12581372261047363, 0.12578235566616058]"
187,"And, what was never before seen, British commanders have extorted victory over the unconquerable valor of our troops by presenting to the sympathy of their chief captives awaiting massacre from their savage associates.",war/security,0.6248055100440979,"[""war/security"", ""politics"", ""society"", ""governance"", ""economy""]","[0.6248055100440979, 0.10710849612951279, 0.09588795900344849, 0.0889178141951561, 0.08328016102313995]"
188,"And now we find them, in further contempt of the modes of honorable warfare, supplying the place of a conquering force by attempts to disorganize our political society, to dismember our confederated Republic.",society,0.6244247555732727,"[""society"", ""politics"", ""war/security"", ""governance"", ""economy""]","[0.6244247555732727, 0.17461484670639038, 0.10551726073026657, 0.08779388666152954, 0.007649218197911978]"
189,"Happily, like others, these will recoil on the authors; but they mark the degenerate counsels from which they emanate, and if they did not belong to a sense of unexampled inconsistencies might excite the greater wonder as proceeding from a Government which founded the very war in which it has been so long engaged on a charge against the disorganizing and insurrectional policy of its adversary.",war/security,0.3744877278804779,"[""war/security"", ""governance"", ""politics"", ""society"", ""economy""]","[0.3744877278804779, 0.24892942607402802, 0.17009538412094116, 0.11698378622531891, 0.08950366079807281]"
190,"To render the justice of the war on our part the more conspicuous, the reluctance to commence it was followed by the earliest and strongest manifestations of a disposition to arrest its progress.",war/security,0.43902701139450073,"[""war/security"", ""economy"", ""politics"", ""society"", ""governance""]","[0.43902701139450073, 0.2971470355987549, 0.11675979942083359, 0.10286154597997665, 0.04420456290245056]"
191,The sword was scarcely out of the scabbard before the enemy was apprised of the reasonable terms on which it would be resheathed.,economy,0.5529367327690125,"[""economy"", ""war/security"", ""governance"", ""politics"", ""society""]","[0.5529367327690125, 0.20360682904720306, 0.12670890986919403, 0.06703988462686539, 0.049707602709531784]"
192,"Still more precise advances were repeated, and have been received in a spirit forbidding every reliance not placed on the military resources of the nation.",war/security,0.8710697889328003,"[""war/security"", ""society"", ""politics"", ""governance"", ""economy""]","[0.8710697889328003, 0.04773171246051788, 0.030853986740112305, 0.030040794983506203, 0.020303742960095406]"
193,These resources are amply sufficient to bring the war to an honorable issue.,war/security,0.32612189650535583,"[""war/security"", ""politics"", ""governance"", ""society"", ""economy""]","[0.32612189650535583, 0.194613978266716, 0.17783911526203156, 0.167774498462677, 0.13365046679973602]"
194,Our nation is in number more than half that of the British Isles.,society,0.7540801763534546,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.7540801763534546, 0.11604952812194824, 0.06361124664545059, 0.035939838737249374, 0.030319232493638992]"
195,"It is composed of a brave, a free, a virtuous, and an intelligent people.",society,0.5934202075004578,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.5934202075004578, 0.171963170170784, 0.15186862647533417, 0.04844973608851433, 0.03429834172129631]"
196,"Our country abounds in the necessaries, the arts, and the comforts of life.",society,0.8749334812164307,"[""society"", ""economy"", ""governance"", ""politics"", ""war/security""]","[0.8749334812164307, 0.08971933275461197, 0.023389313369989395, 0.0061052050441503525, 0.005852671340107918]"
197,A general prosperity is visible in the public countenance.,economy,0.5539183020591736,"[""economy"", ""society"", ""governance"", ""politics"", ""war/security""]","[0.5539183020591736, 0.388494610786438, 0.040347758680582047, 0.010392694734036922, 0.006846624426543713]"
198,"The means employed by the British cabinet to undermine it have recoiled on themselves; have given to our national faculties a more rapid development, and, draining or diverting the precious metals from British circulation and British vaults, have poured them into those of the United States.",society,0.28304213285446167,"[""society"", ""politics"", ""governance"", ""war/security"", ""economy""]","[0.28304213285446167, 0.26429471373558044, 0.1794329732656479, 0.17477932572364807, 0.09845089167356491]"
199,It is a propitious consideration that an unavoidable war should have found this seasonable facility for the contributions required to support it.,war/security,0.68049556016922,"[""war/security"", ""economy"", ""politics"", ""society"", ""governance""]","[0.68049556016922, 0.11678529530763626, 0.07782261073589325, 0.06379344314336777, 0.06110304966568947]"
200,"When the public voice called for war, all knew, and still know, that without them it could not be carried on through the period which it might last, and the patriotism, the good sense, and the manly spirit of our fellow-citizens are pledges for the cheerfulness with which they will bear each his share of the common burden.",society,0.3207530379295349,"[""society"", ""war/security"", ""politics"", ""governance"", ""economy""]","[0.3207530379295349, 0.3167910575866699, 0.16842825710773468, 0.13983644545078278, 0.054191164672374725]"
201,"To render the war short and its success sure, animated and systematic exertions alone are necessary, and the success of our arms now may long preserve our country from the necessity of another resort to them.",war/security,0.6522395014762878,"[""war/security"", ""economy"", ""politics"", ""governance"", ""society""]","[0.6522395014762878, 0.1453201025724411, 0.09212547540664673, 0.06411679834127426, 0.04619818180799484]"
202,Already have the gallant exploits of our naval heroes proved to the world our inherent capacity to maintain our rights on one element.,war/security,0.5401989221572876,"[""war/security"", ""society"", ""governance"", ""economy"", ""politics""]","[0.5401989221572876, 0.23821032047271729, 0.10213721543550491, 0.08012072741985321, 0.03933274745941162]"
203,"If the reputation of our arms has been thrown under clouds on the other, presaging flashes of heroic enterprise assure us that nothing is wanting to correspondent triumphs there also but the discipline and habits which are in daily progress.",society,0.29314467310905457,"[""society"", ""war/security"", ""economy"", ""governance"", ""politics""]","[0.29314467310905457, 0.24137483537197113, 0.1963467001914978, 0.15400487184524536, 0.11512891948223114]"
204,I should be destitute of feeling if I was not deeply affected by the strong proof which my fellow-citizens have given me of their confidence in calling me to the high office whose functions I am about to assume.,society,0.35828760266304016,"[""society"", ""politics"", ""governance"", ""economy"", ""war/security""]","[0.35828760266304016, 0.29526200890541077, 0.24621827900409698, 0.06005075201392174, 0.04018136113882065]"
205,"As the expression of their good opinion of my conduct in the public service, I derive from it a gratification which those who are conscious of having done all that they could to merit it can alone feel.",governance,0.4452418386936188,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.4452418386936188, 0.20653365552425385, 0.19083185493946075, 0.12711817026138306, 0.030274515971541405]"
206,"MY sensibility is increased by a just estimate of the importance of the trust and of the nature and extent of its duties, with the proper discharge of which the highest interests of a great and free people are intimately connected.",society,0.3214572072029114,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.3214572072029114, 0.2769089639186859, 0.23452319204807281, 0.11358635872602463, 0.05352428928017616]"
207,"Conscious of my own deficiency, I cannot enter on these duties without great anxiety for the result.",governance,0.4062535762786865,"[""governance"", ""economy"", ""society"", ""politics"", ""war/security""]","[0.4062535762786865, 0.2590232491493225, 0.15238647162914276, 0.09600972384214401, 0.08632691949605942]"
208,"From a just responsibility I will never shrink, calculating with confidence that in my best efforts to promote the public welfare my motives will always be duly appreciated and my conduct be viewed with that candor and indulgence which I have experienced in other stations.",governance,0.7945219874382019,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.7945219874382019, 0.10381080955266953, 0.04459332302212715, 0.044306837022304535, 0.012767047621309757]"
209,In commencing the duties of the chief executive office it has been the practice of the distinguished men who have gone before me to explain the principles which would govern them in their respective Administrations.,governance,0.6273204684257507,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.6273204684257507, 0.2412574291229248, 0.08852274715900421, 0.027073698118329048, 0.015825655311346054]"
210,In following their venerated example my attention is naturally drawn to the great causes which have contributed in a principal degree to produce the present happy condition of the United States.,society,0.43287980556488037,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.43287980556488037, 0.242273211479187, 0.19502943754196167, 0.0870451033115387, 0.042772408574819565]"
211,They will best explain the nature of our duties and shed much light on the policy which ought to be pursued in future.,society,0.38662010431289673,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.38662010431289673, 0.2674047648906708, 0.14266528189182281, 0.10614462941884995, 0.09716521203517914]"
212,"From the commencement of our Revolution to the present day almost forty years have elapsed, and from the establishment of this Constitution twenty-eight.",society,0.29562315344810486,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.29562315344810486, 0.29161471128463745, 0.17285658419132233, 0.1270556002855301, 0.11284999549388885]"
